result,table,_time,moisture
mean,0,2024-07-27 16:00:00+00:00,2527
mean,0,2024-07-28 00:00:00+00:00,2553
mean,0,2024-07-28 08:00:00+00:00,2559
mean,0,2024-07-28 16:00:00+00:00,2594
mean,0,2024-07-29 00:00:00+00:00,2608
mean,0,2024-07-29 08:00:00+00:00,2023
mean,0,2024-07-29 16:00:00+00:00,1975
mean,0,2024-07-30 00:00:00+00:00,1971
mean,0,2024-07-30 08:00:00+00:00,1994
mean,0,2024-07-30 16:00:00+00:00,2031
mean,0,2024-07-31 00:00:00+00:00,2071
mean,0,2024-07-31 08:00:00+00:00,2112
mean,0,2024-07-31 16:00:00+00:00,2130
mean,0,2024-08-01 00:00:00+00:00,2151
mean,0,2024-08-01 08:00:00+00:00,2181
mean,0,2024-08-01 16:00:00+00:00,2326
mean,0,2024-08-02 00:00:00+00:00,2453
mean,0,2024-08-02 08:00:00+00:00,2400
mean,0,2024-08-02 16:00:00+00:00,2355
mean,0,2024-08-03 00:00:00+00:00,2419
mean,0,2024-08-03 08:00:00+00:00,2434
mean,0,2024-08-03 16:00:00+00:00,2471
mean,0,2024-08-04 00:00:00+00:00,2583
mean,0,2024-08-04 08:00:00+00:00,2521
mean,0,2024-08-04 16:00:00+00:00,2549
mean,0,2024-08-05 00:00:00+00:00,2559
mean,0,2024-08-05 08:00:00+00:00,2593
mean,0,2024-08-05 16:00:00+00:00,2589
mean,0,2024-08-06 00:00:00+00:00,2620
mean,0,2024-08-06 08:00:00+00:00,2632
mean,0,2024-08-06 16:00:00+00:00,2024
mean,0,2024-08-07 00:00:00+00:00,2064
mean,0,2024-08-07 08:00:00+00:00,2093
mean,0,2024-08-07 16:00:00+00:00,2133
mean,0,2024-08-08 00:00:00+00:00,2159
mean,0,2024-08-08 08:00:00+00:00,2221
mean,0,2024-08-08 16:00:00+00:00,2225
mean,0,2024-08-09 00:00:00+00:00,2304
mean,0,2024-08-09 08:00:00+00:00,2352
mean,0,2024-08-09 16:00:00+00:00,2390
mean,0,2024-08-10 00:00:00+00:00,2525
mean,0,2024-08-10 08:00:00+00:00,2503
mean,0,2024-08-10 16:00:00+00:00,2559
mean,0,2024-08-11 00:00:00+00:00,2559
mean,0,2024-08-11 08:00:00+00:00,2624
mean,0,2024-08-11 16:00:00+00:00,2633
mean,0,2024-08-12 00:00:00+00:00,2681
mean,0,2024-08-12 08:00:00+00:00,2807
mean,0,2024-08-12 16:00:00+00:00,2066
mean,0,2024-08-13 00:00:00+00:00,2063
mean,0,2024-08-13 08:00:00+00:00,2099
mean,0,2024-08-13 16:00:00+00:00,2086
mean,0,2024-08-14 00:00:00+00:00,2169
mean,0,2024-08-14 08:00:00+00:00,2161
mean,0,2024-08-14 16:00:00+00:00,2173
mean,0,2024-08-15 00:00:00+00:00,2251
mean,0,2024-08-15 08:00:00+00:00,2218
mean,0,2024-08-15 16:00:00+00:00,2303
mean,0,2024-08-16 00:00:00+00:00,2278
mean,0,2024-08-16 08:00:00+00:00,2374
mean,0,2024-08-16 16:00:00+00:00,2325
mean,0,2024-08-17 00:00:00+00:00,2336
mean,0,2024-08-17 08:00:00+00:00,2363
mean,0,2024-08-17 16:00:00+00:00,2379
mean,0,2024-08-18 00:00:00+00:00,2427
mean,0,2024-08-18 08:00:00+00:00,2459
mean,0,2024-08-18 16:00:00+00:00,2448
mean,0,2024-08-19 00:00:00+00:00,2497
mean,0,2024-08-19 08:00:00+00:00,2500
mean,0,2024-08-19 16:00:00+00:00,2448
mean,0,2024-08-20 00:00:00+00:00,2481
mean,0,2024-08-20 08:00:00+00:00,2485
mean,0,2024-08-20 16:00:00+00:00,2483
mean,0,2024-08-21 00:00:00+00:00,2518
mean,0,2024-08-21 08:00:00+00:00,2544
mean,0,2024-08-21 16:00:00+00:00,2687
mean,0,2024-08-22 00:00:00+00:00,2653
mean,0,2024-08-22 08:00:00+00:00,2730
mean,0,2024-08-22 16:00:00+00:00,2694
mean,0,2024-08-23 00:00:00+00:00,2720
mean,0,2024-08-23 08:00:00+00:00,2737
mean,0,2024-08-23 16:00:00+00:00,2775
mean,0,2024-08-24 00:00:00+00:00,2819
mean,0,2024-08-24 08:00:00+00:00,2839
mean,0,2024-08-24 16:00:00+00:00,2891
mean,0,2024-08-25 00:00:00+00:00,2954
mean,0,2024-08-25 08:00:00+00:00,2971
mean,0,2024-08-25 16:00:00+00:00,3024
mean,0,2024-08-26 00:00:00+00:00,3071
mean,0,2024-08-26 08:00:00+00:00,2491
mean,0,2024-08-26 16:00:00+00:00,2400
mean,0,2024-08-27 00:00:00+00:00,2406
mean,0,2024-08-27 08:00:00+00:00,2465
mean,0,2024-08-27 16:00:00+00:00,2290
mean,0,2024-08-28 00:00:00+00:00,2347
mean,0,2024-08-28 08:00:00+00:00,2395
mean,0,2024-08-28 16:00:00+00:00,2404
mean,0,2024-08-29 00:00:00+00:00,2431
mean,0,2024-08-29 08:00:00+00:00,2445
mean,0,2024-08-29 16:00:00+00:00,2453
mean,0,2024-08-30 00:00:00+00:00,2496
mean,0,2024-08-30 08:00:00+00:00,2514
mean,0,2024-08-30 16:00:00+00:00,2544
mean,0,2024-08-31 00:00:00+00:00,2559
mean,0,2024-08-31 08:00:00+00:00,2583
mean,0,2024-08-31 12:03:40.607307+00:00,2605
