result,table,_time,moisture
mean,0,2024-06-18 15:00:00+00:00,2250.0
mean,0,2024-06-18 18:00:00+00:00,2266.0
mean,0,2024-06-18 21:00:00+00:00,2273.0
mean,0,2024-06-19 00:00:00+00:00,2291.0
mean,0,2024-06-19 03:00:00+00:00,2287.0
mean,0,2024-06-19 06:00:00+00:00,2294.0
mean,0,2024-06-19 09:00:00+00:00,2322.0
mean,0,2024-06-19 12:00:00+00:00,2335.0
mean,0,2024-06-19 15:00:00+00:00,2349.0
mean,0,2024-06-19 18:00:00+00:00,2394.0
mean,0,2024-06-19 21:00:00+00:00,2452.0
mean,0,2024-06-20 00:00:00+00:00,2406.0
mean,0,2024-06-20 03:00:00+00:00,2416.0
mean,0,2024-06-20 06:00:00+00:00,2481.0
mean,0,2024-06-20 09:00:00+00:00,2421.0
mean,0,2024-06-20 12:00:00+00:00,2430.0
mean,0,2024-06-20 15:00:00+00:00,2461.0
mean,0,2024-06-20 18:00:00+00:00,2459.0
mean,0,2024-06-20 21:00:00+00:00,2478.0
mean,0,2024-06-21 00:00:00+00:00,2517.0
mean,0,2024-06-21 03:00:00+00:00,2523.0
mean,0,2024-06-21 06:00:00+00:00,2496.0
mean,0,2024-06-21 09:00:00+00:00,2530.0
mean,0,2024-06-21 12:00:00+00:00,2554.0
mean,0,2024-06-21 15:00:00+00:00,2587.0
mean,0,2024-06-21 18:00:00+00:00,1954.0
mean,0,2024-06-21 21:00:00+00:00,1961.0
mean,0,2024-06-22 00:00:00+00:00,1970.0
mean,0,2024-06-22 03:00:00+00:00,1947.0
mean,0,2024-06-22 06:00:00+00:00,1988.0
mean,0,2024-06-22 09:00:00+00:00,2002.0
mean,0,2024-06-22 12:00:00+00:00,1983.0
mean,0,2024-06-22 15:00:00+00:00,1964.0
mean,0,2024-06-22 18:00:00+00:00,2032.0
mean,0,2024-06-22 21:00:00+00:00,1984.0
mean,0,2024-06-23 00:00:00+00:00,1987.0
mean,0,2024-06-23 03:00:00+00:00,1954.0
mean,0,2024-06-23 06:00:00+00:00,1962.0
mean,0,2024-06-23 09:00:00+00:00,1968.0
mean,0,2024-06-23 12:00:00+00:00,1954.0
mean,0,2024-06-23 15:00:00+00:00,2007.0
mean,0,2024-06-23 18:00:00+00:00,1941.0
mean,0,2024-06-23 21:00:00+00:00,1986.0
mean,0,2024-06-24 00:00:00+00:00,1951.0
mean,0,2024-06-24 03:00:00+00:00,1971.0
mean,0,2024-06-24 06:00:00+00:00,1967.0
mean,0,2024-06-24 09:00:00+00:00,2054.0
mean,0,2024-06-24 12:00:00+00:00,2061.0
mean,0,2024-06-24 15:00:00+00:00,1992.0
mean,0,2024-06-24 18:00:00+00:00,2015.0
mean,0,2024-06-24 21:00:00+00:00,2009.0
mean,0,2024-06-25 00:00:00+00:00,2061.0
mean,0,2024-06-25 03:00:00+00:00,2024.0
mean,0,2024-06-25 06:00:00+00:00,2020.0
mean,0,2024-06-25 09:00:00+00:00,2031.0
mean,0,2024-06-25 12:00:00+00:00,2097.0
mean,0,2024-06-25 15:00:00+00:00,2064.0
mean,0,2024-06-25 18:00:00+00:00,2083.0
mean,0,2024-06-25 21:00:00+00:00,2089.0
mean,0,2024-06-26 00:00:00+00:00,2105.0
mean,0,2024-06-26 03:00:00+00:00,2105.0
mean,0,2024-06-26 06:00:00+00:00,2115.0
mean,0,2024-06-26 09:00:00+00:00,2137.0
mean,0,2024-06-26 12:00:00+00:00,2115.0
mean,0,2024-06-26 15:00:00+00:00,2112.0
mean,0,2024-06-26 18:00:00+00:00,2147.0
mean,0,2024-06-26 21:00:00+00:00,2151.0
mean,0,2024-06-27 00:00:00+00:00,2153.0
mean,0,2024-06-27 03:00:00+00:00,2145.0
mean,0,2024-06-27 06:00:00+00:00,2162.0
mean,0,2024-06-27 09:00:00+00:00,2178.0
mean,0,2024-06-27 12:00:00+00:00,2182.0
mean,0,2024-06-27 15:00:00+00:00,2199.0
mean,0,2024-06-27 18:00:00+00:00,2224.0
mean,0,2024-06-27 21:00:00+00:00,2237.0
mean,0,2024-06-28 00:00:00+00:00,2211.0
mean,0,2024-06-28 03:00:00+00:00,2259.0
mean,0,2024-06-28 06:00:00+00:00,2240.0
mean,0,2024-06-28 09:00:00+00:00,2260.0
mean,0,2024-06-28 12:00:00+00:00,2286.0
mean,0,2024-06-28 15:00:00+00:00,2304.0
mean,0,2024-06-28 18:00:00+00:00,2319.0
mean,0,2024-06-28 21:00:00+00:00,2367.0
mean,0,2024-06-29 00:00:00+00:00,2346.0
mean,0,2024-06-29 03:00:00+00:00,2355.0
mean,0,2024-06-29 06:00:00+00:00,2368.0
mean,0,2024-06-29 09:00:00+00:00,2377.0
mean,0,2024-06-29 12:00:00+00:00,2393.0
mean,0,2024-06-29 15:00:00+00:00,2411.0
mean,0,2024-06-29 18:00:00+00:00,2418.0
mean,0,2024-06-29 21:00:00+00:00,2437.0
mean,0,2024-06-30 00:00:00+00:00,2435.0
mean,0,2024-06-30 03:00:00+00:00,2458.0
mean,0,2024-06-30 06:00:00+00:00,2465.0
mean,0,2024-06-30 09:00:00+00:00,2474.0
mean,0,2024-06-30 12:00:00+00:00,2479.0
mean,0,2024-06-30 15:00:00+00:00,2491.0
mean,0,2024-06-30 18:00:00+00:00,2486.0
mean,0,2024-06-30 21:00:00+00:00,2496.0
mean,0,2024-07-01 00:00:00+00:00,2503.0
mean,0,2024-07-01 03:00:00+00:00,2512.0
mean,0,2024-07-01 06:00:00+00:00,2511.0
mean,0,2024-07-01 09:00:00+00:00,2529.0
mean,0,2024-07-01 12:00:00+00:00,2543.0
mean,0,2024-07-01 15:00:00+00:00,2559.0
mean,0,2024-07-01 18:00:00+00:00,2559.0
mean,0,2024-07-01 21:00:00+00:00,2559.0
mean,0,2024-07-02 00:00:00+00:00,2581.0
mean,0,2024-07-02 03:00:00+00:00,2592.0
mean,0,2024-07-02 06:00:00+00:00,2590.0
mean,0,2024-07-02 09:00:00+00:00,2113.0
mean,0,2024-07-02 12:00:00+00:00,2090.0
mean,0,2024-07-02 15:00:00+00:00,2047.0
mean,0,2024-07-02 18:00:00+00:00,2033.0
mean,0,2024-07-02 21:00:00+00:00,2129.0
mean,0,2024-07-03 00:00:00+00:00,2029.0
mean,0,2024-07-03 03:00:00+00:00,2033.0
mean,0,2024-07-03 06:00:00+00:00,2035.0
mean,0,2024-07-03 09:00:00+00:00,2544.0
mean,0,2024-07-03 12:00:00+00:00,2033.0
mean,0,2024-07-03 15:00:00+00:00,2035.0
mean,0,2024-07-03 18:00:00+00:00,2060.0
mean,0,2024-07-03 21:00:00+00:00,
mean,0,2024-07-04 00:00:00+00:00,
mean,0,2024-07-04 03:00:00+00:00,
mean,0,2024-07-04 06:00:00+00:00,
mean,0,2024-07-04 09:00:00+00:00,2094.0
mean,0,2024-07-04 12:00:00+00:00,2077.0
mean,0,2024-07-04 15:00:00+00:00,2086.0
mean,0,2024-07-04 18:00:00+00:00,2112.0
mean,0,2024-07-04 21:00:00+00:00,2128.0
mean,0,2024-07-05 00:00:00+00:00,2119.0
mean,0,2024-07-05 03:00:00+00:00,2129.0
mean,0,2024-07-05 06:00:00+00:00,2129.0
mean,0,2024-07-05 09:00:00+00:00,2128.0
mean,0,2024-07-05 12:00:00+00:00,2142.0
mean,0,2024-07-05 15:00:00+00:00,
mean,0,2024-07-05 18:00:00+00:00,
mean,0,2024-07-05 21:00:00+00:00,
mean,0,2024-07-06 00:00:00+00:00,
mean,0,2024-07-06 03:00:00+00:00,
mean,0,2024-07-06 06:00:00+00:00,
mean,0,2024-07-06 09:00:00+00:00,
mean,0,2024-07-06 12:00:00+00:00,
mean,0,2024-07-06 15:00:00+00:00,
mean,0,2024-07-06 18:00:00+00:00,
mean,0,2024-07-06 21:00:00+00:00,
mean,0,2024-07-07 00:00:00+00:00,
mean,0,2024-07-07 03:00:00+00:00,
mean,0,2024-07-07 06:00:00+00:00,
mean,0,2024-07-07 09:00:00+00:00,
mean,0,2024-07-07 12:00:00+00:00,
mean,0,2024-07-07 15:00:00+00:00,
mean,0,2024-07-07 18:00:00+00:00,
mean,0,2024-07-07 21:00:00+00:00,
mean,0,2024-07-08 00:00:00+00:00,
mean,0,2024-07-08 03:00:00+00:00,
mean,0,2024-07-08 06:00:00+00:00,
mean,0,2024-07-08 09:00:00+00:00,2487.0
mean,0,2024-07-08 12:00:00+00:00,2441.0
mean,0,2024-07-08 15:00:00+00:00,2445.0
mean,0,2024-07-08 18:00:00+00:00,2403.0
mean,0,2024-07-08 21:00:00+00:00,2412.0
mean,0,2024-07-09 00:00:00+00:00,2432.0
mean,0,2024-07-09 03:00:00+00:00,2445.0
mean,0,2024-07-09 06:00:00+00:00,2432.0
mean,0,2024-07-09 09:00:00+00:00,2441.0
mean,0,2024-07-09 12:00:00+00:00,2448.0
mean,0,2024-07-09 15:00:00+00:00,2463.0
mean,0,2024-07-09 18:00:00+00:00,2480.0
mean,0,2024-07-09 21:00:00+00:00,2493.0
mean,0,2024-07-10 00:00:00+00:00,2497.0
mean,0,2024-07-10 03:00:00+00:00,2511.0
mean,0,2024-07-10 06:00:00+00:00,2499.0
mean,0,2024-07-10 09:00:00+00:00,2524.0
mean,0,2024-07-10 12:00:00+00:00,2510.0
mean,0,2024-07-10 15:00:00+00:00,2535.0
mean,0,2024-07-10 18:00:00+00:00,2531.0
mean,0,2024-07-10 21:00:00+00:00,2545.0
mean,0,2024-07-11 00:00:00+00:00,2539.0
mean,0,2024-07-11 03:00:00+00:00,2554.0
mean,0,2024-07-11 06:00:00+00:00,2559.0
mean,0,2024-07-11 09:00:00+00:00,2611.0
mean,0,2024-07-11 12:00:00+00:00,2583.0
mean,0,2024-07-11 15:00:00+00:00,2590.0
mean,0,2024-07-11 18:00:00+00:00,2620.0
mean,0,2024-07-11 21:00:00+00:00,2609.0
mean,0,2024-07-12 00:00:00+00:00,2608.0
mean,0,2024-07-12 03:00:00+00:00,2622.0
mean,0,2024-07-12 06:00:00+00:00,2629.0
mean,0,2024-07-12 09:00:00+00:00,2639.0
mean,0,2024-07-12 12:00:00+00:00,2645.0
mean,0,2024-07-12 15:00:00+00:00,2646.0
mean,0,2024-07-12 18:00:00+00:00,2655.0
mean,0,2024-07-12 21:00:00+00:00,2668.0
mean,0,2024-07-13 00:00:00+00:00,2667.0
mean,0,2024-07-13 03:00:00+00:00,2678.0
mean,0,2024-07-13 06:00:00+00:00,2692.0
mean,0,2024-07-13 09:00:00+00:00,2704.0
mean,0,2024-07-13 12:00:00+00:00,2710.0
mean,0,2024-07-13 15:00:00+00:00,2709.0
mean,0,2024-07-13 18:00:00+00:00,2725.0
mean,0,2024-07-13 21:00:00+00:00,2926.0
mean,0,2024-07-14 00:00:00+00:00,2736.0
mean,0,2024-07-14 03:00:00+00:00,2742.0
mean,0,2024-07-14 06:00:00+00:00,2753.0
mean,0,2024-07-14 09:00:00+00:00,2764.0
mean,0,2024-07-14 12:00:00+00:00,2789.0
mean,0,2024-07-14 15:00:00+00:00,2791.0
mean,0,2024-07-14 18:00:00+00:00,2799.0
mean,0,2024-07-14 21:00:00+00:00,2815.0
mean,0,2024-07-15 00:00:00+00:00,2829.0
mean,0,2024-07-15 03:00:00+00:00,2836.0
mean,0,2024-07-15 06:00:00+00:00,2857.0
mean,0,2024-07-15 09:00:00+00:00,2866.0
mean,0,2024-07-15 12:00:00+00:00,2892.0
mean,0,2024-07-15 15:00:00+00:00,2917.0
mean,0,2024-07-15 18:00:00+00:00,2948.0
mean,0,2024-07-15 21:00:00+00:00,2954.0
mean,0,2024-07-16 00:00:00+00:00,2961.0
mean,0,2024-07-16 03:00:00+00:00,2976.0
mean,0,2024-07-16 06:00:00+00:00,2990.0
mean,0,2024-07-16 09:00:00+00:00,2213.0
mean,0,2024-07-16 12:00:00+00:00,2157.0
mean,0,2024-07-16 15:00:00+00:00,2126.0
mean,0,2024-07-16 18:00:00+00:00,2112.0
mean,0,2024-07-16 21:00:00+00:00,2117.0
mean,0,2024-07-17 00:00:00+00:00,2134.0
mean,0,2024-07-17 03:00:00+00:00,2137.0
mean,0,2024-07-17 06:00:00+00:00,2159.0
mean,0,2024-07-17 09:00:00+00:00,2159.0
mean,0,2024-07-17 12:00:00+00:00,2209.0
mean,0,2024-07-17 15:00:00+00:00,2192.0
mean,0,2024-07-17 18:00:00+00:00,2209.0
mean,0,2024-07-17 21:00:00+00:00,2250.0
mean,0,2024-07-18 00:00:00+00:00,2241.0
mean,0,2024-07-18 03:00:00+00:00,2241.0
mean,0,2024-07-18 06:00:00+00:00,2269.0
mean,0,2024-07-18 09:00:00+00:00,2296.0
mean,0,2024-07-18 12:00:00+00:00,2277.0
mean,0,2024-07-18 15:00:00+00:00,2301.0
mean,0,2024-07-18 18:00:00+00:00,2324.0
mean,0,2024-07-18 21:00:00+00:00,2343.0
mean,0,2024-07-19 00:00:00+00:00,2347.0
mean,0,2024-07-19 03:00:00+00:00,2351.0
mean,0,2024-07-19 06:00:00+00:00,2369.0
mean,0,2024-07-19 09:00:00+00:00,2369.0
mean,0,2024-07-19 12:00:00+00:00,2389.0
mean,0,2024-07-19 15:00:00+00:00,2406.0
mean,0,2024-07-19 18:00:00+00:00,2416.0
mean,0,2024-07-19 21:00:00+00:00,2429.0
mean,0,2024-07-20 00:00:00+00:00,2438.0
mean,0,2024-07-20 03:00:00+00:00,2443.0
mean,0,2024-07-20 06:00:00+00:00,2447.0
mean,0,2024-07-20 09:00:00+00:00,2459.0
mean,0,2024-07-20 12:00:00+00:00,2473.0
mean,0,2024-07-20 15:00:00+00:00,2480.0
mean,0,2024-07-20 18:00:00+00:00,2495.0
mean,0,2024-07-20 21:00:00+00:00,2517.0
mean,0,2024-07-21 00:00:00+00:00,2507.0
mean,0,2024-07-21 03:00:00+00:00,2517.0
mean,0,2024-07-21 06:00:00+00:00,2551.0
mean,0,2024-07-21 09:00:00+00:00,2559.0
mean,0,2024-07-21 12:00:00+00:00,2559.0
mean,0,2024-07-21 15:00:00+00:00,2559.0
mean,0,2024-07-21 18:00:00+00:00,2559.0
mean,0,2024-07-21 21:00:00+00:00,2579.0
mean,0,2024-07-22 00:00:00+00:00,2601.0
mean,0,2024-07-22 03:00:00+00:00,2597.0
mean,0,2024-07-22 06:00:00+00:00,2604.0
mean,0,2024-07-22 09:00:00+00:00,2065.0
mean,0,2024-07-22 12:00:00+00:00,2030.0
mean,0,2024-07-22 15:00:00+00:00,2023.0
mean,0,2024-07-22 18:00:00+00:00,2031.0
mean,0,2024-07-22 21:00:00+00:00,2046.0
mean,0,2024-07-23 00:00:00+00:00,2055.0
mean,0,2024-07-23 03:00:00+00:00,2071.0
mean,0,2024-07-23 06:00:00+00:00,2081.0
mean,0,2024-07-23 09:00:00+00:00,2091.0
mean,0,2024-07-23 12:00:00+00:00,2113.0
mean,0,2024-07-23 15:00:00+00:00,2127.0
mean,0,2024-07-23 18:00:00+00:00,2175.0
mean,0,2024-07-23 21:00:00+00:00,2150.0
mean,0,2024-07-24 00:00:00+00:00,2160.0
mean,0,2024-07-24 03:00:00+00:00,2199.0
mean,0,2024-07-24 06:00:00+00:00,2177.0
mean,0,2024-07-24 09:00:00+00:00,2192.0
mean,0,2024-07-24 12:00:00+00:00,2210.0
mean,0,2024-07-24 15:00:00+00:00,2257.0
mean,0,2024-07-24 18:00:00+00:00,2253.0
mean,0,2024-07-24 21:00:00+00:00,2261.0
mean,0,2024-07-25 00:00:00+00:00,2297.0
mean,0,2024-07-25 03:00:00+00:00,2286.0
mean,0,2024-07-25 06:00:00+00:00,2295.0
mean,0,2024-07-25 09:00:00+00:00,2308.0
mean,0,2024-07-25 12:00:00+00:00,2330.0
mean,0,2024-07-25 15:00:00+00:00,2335.0
mean,0,2024-07-25 18:00:00+00:00,2358.0
mean,0,2024-07-25 21:00:00+00:00,2374.0
mean,0,2024-07-26 00:00:00+00:00,2416.0
mean,0,2024-07-26 03:00:00+00:00,2400.0
mean,0,2024-07-26 06:00:00+00:00,2459.0
mean,0,2024-07-26 09:00:00+00:00,2411.0
mean,0,2024-07-26 12:00:00+00:00,2432.0
mean,0,2024-07-26 15:00:00+00:00,2443.0
mean,0,2024-07-26 18:00:00+00:00,2476.0
mean,0,2024-07-26 21:00:00+00:00,2478.0
mean,0,2024-07-27 00:00:00+00:00,2501.0
mean,0,2024-07-27 03:00:00+00:00,2495.0
mean,0,2024-07-27 06:00:00+00:00,2502.0
mean,0,2024-07-27 09:00:00+00:00,2513.0
mean,0,2024-07-27 12:00:00+00:00,2519.0
mean,0,2024-07-27 15:00:00+00:00,2535.0
mean,0,2024-07-27 18:00:00+00:00,2555.0
mean,0,2024-07-27 21:00:00+00:00,2544.0
mean,0,2024-07-28 00:00:00+00:00,2553.0
mean,0,2024-07-28 03:00:00+00:00,2555.0
mean,0,2024-07-28 06:00:00+00:00,2559.0
mean,0,2024-07-28 09:00:00+00:00,2559.0
mean,0,2024-07-28 12:00:00+00:00,2620.0
mean,0,2024-07-28 15:00:00+00:00,2615.0
mean,0,2024-07-28 18:00:00+00:00,2591.0
mean,0,2024-07-28 21:00:00+00:00,2597.0
mean,0,2024-07-29 00:00:00+00:00,2608.0
mean,0,2024-07-29 03:00:00+00:00,2609.0
