result,table,_time,moisture
mean,0,2024-06-29 13:00:00+00:00,2391.0
mean,0,2024-06-29 18:00:00+00:00,2418.0
mean,0,2024-06-29 23:00:00+00:00,2446.0
mean,0,2024-06-30 04:00:00+00:00,2441.0
mean,0,2024-06-30 09:00:00+00:00,2474.0
mean,0,2024-06-30 14:00:00+00:00,2480.0
mean,0,2024-06-30 19:00:00+00:00,2494.0
mean,0,2024-07-01 00:00:00+00:00,2503.0
mean,0,2024-07-01 05:00:00+00:00,2513.0
mean,0,2024-07-01 10:00:00+00:00,2531.0
mean,0,2024-07-01 15:00:00+00:00,2559.0
mean,0,2024-07-01 20:00:00+00:00,2559.0
mean,0,2024-07-02 01:00:00+00:00,2583.0
mean,0,2024-07-02 06:00:00+00:00,2590.0
mean,0,2024-07-02 11:00:00+00:00,2096.0
mean,0,2024-07-02 16:00:00+00:00,2062.0
mean,0,2024-07-02 21:00:00+00:00,2129.0
mean,0,2024-07-03 02:00:00+00:00,2031.0
mean,0,2024-07-03 07:00:00+00:00,2035.0
mean,0,2024-07-03 12:00:00+00:00,2033.0
mean,0,2024-07-03 17:00:00+00:00,2060.0
mean,0,2024-07-03 22:00:00+00:00,
mean,0,2024-07-04 03:00:00+00:00,
mean,0,2024-07-04 08:00:00+00:00,2103.0
mean,0,2024-07-04 13:00:00+00:00,2114.0
mean,0,2024-07-04 18:00:00+00:00,2112.0
mean,0,2024-07-04 23:00:00+00:00,2134.0
mean,0,2024-07-05 04:00:00+00:00,2187.0
mean,0,2024-07-05 09:00:00+00:00,2128.0
mean,0,2024-07-05 14:00:00+00:00,2142.0
mean,0,2024-07-05 19:00:00+00:00,
mean,0,2024-07-06 00:00:00+00:00,
mean,0,2024-07-06 05:00:00+00:00,
mean,0,2024-07-06 10:00:00+00:00,
mean,0,2024-07-06 15:00:00+00:00,
mean,0,2024-07-06 20:00:00+00:00,
mean,0,2024-07-07 01:00:00+00:00,
mean,0,2024-07-07 06:00:00+00:00,
mean,0,2024-07-07 11:00:00+00:00,
mean,0,2024-07-07 16:00:00+00:00,
mean,0,2024-07-07 21:00:00+00:00,
mean,0,2024-07-08 02:00:00+00:00,
mean,0,2024-07-08 07:00:00+00:00,
mean,0,2024-07-08 12:00:00+00:00,2441.0
mean,0,2024-07-08 17:00:00+00:00,2393.0
mean,0,2024-07-08 22:00:00+00:00,2410.0
mean,0,2024-07-09 03:00:00+00:00,2445.0
mean,0,2024-07-09 08:00:00+00:00,2438.0
mean,0,2024-07-09 13:00:00+00:00,2450.0
mean,0,2024-07-09 18:00:00+00:00,2480.0
mean,0,2024-07-09 23:00:00+00:00,2491.0
mean,0,2024-07-10 04:00:00+00:00,2509.0
mean,0,2024-07-10 09:00:00+00:00,2524.0
mean,0,2024-07-10 14:00:00+00:00,2537.0
mean,0,2024-07-10 19:00:00+00:00,2544.0
mean,0,2024-07-11 00:00:00+00:00,2539.0
mean,0,2024-07-11 05:00:00+00:00,2559.0
mean,0,2024-07-11 10:00:00+00:00,2559.0
mean,0,2024-07-11 15:00:00+00:00,2590.0
mean,0,2024-07-11 20:00:00+00:00,2614.0
mean,0,2024-07-12 01:00:00+00:00,2636.0
mean,0,2024-07-12 06:00:00+00:00,2629.0
mean,0,2024-07-12 11:00:00+00:00,2640.0
mean,0,2024-07-12 16:00:00+00:00,2649.0
mean,0,2024-07-12 21:00:00+00:00,2668.0
mean,0,2024-07-13 02:00:00+00:00,2672.0
mean,0,2024-07-13 07:00:00+00:00,2681.0
mean,0,2024-07-13 12:00:00+00:00,2710.0
mean,0,2024-07-13 17:00:00+00:00,2736.0
mean,0,2024-07-13 22:00:00+00:00,2768.0
mean,0,2024-07-14 03:00:00+00:00,2742.0
mean,0,2024-07-14 08:00:00+00:00,2768.0
mean,0,2024-07-14 13:00:00+00:00,2805.0
mean,0,2024-07-14 18:00:00+00:00,2799.0
mean,0,2024-07-14 23:00:00+00:00,2837.0
mean,0,2024-07-15 04:00:00+00:00,2842.0
mean,0,2024-07-15 09:00:00+00:00,2866.0
mean,0,2024-07-15 14:00:00+00:00,2913.0
mean,0,2024-07-15 19:00:00+00:00,2942.0
mean,0,2024-07-16 00:00:00+00:00,2961.0
mean,0,2024-07-16 05:00:00+00:00,2999.0
mean,0,2024-07-16 10:00:00+00:00,2165.0
mean,0,2024-07-16 15:00:00+00:00,2126.0
mean,0,2024-07-16 20:00:00+00:00,2123.0
mean,0,2024-07-17 01:00:00+00:00,2128.0
mean,0,2024-07-17 06:00:00+00:00,2159.0
mean,0,2024-07-17 11:00:00+00:00,2167.0
mean,0,2024-07-17 16:00:00+00:00,2197.0
mean,0,2024-07-17 21:00:00+00:00,2250.0
mean,0,2024-07-18 02:00:00+00:00,2267.0
mean,0,2024-07-18 07:00:00+00:00,2256.0
mean,0,2024-07-18 12:00:00+00:00,2277.0
mean,0,2024-07-18 17:00:00+00:00,2320.0
mean,0,2024-07-18 22:00:00+00:00,2372.0
mean,0,2024-07-19 03:00:00+00:00,2351.0
mean,0,2024-07-19 08:00:00+00:00,2381.0
mean,0,2024-07-19 13:00:00+00:00,2402.0
mean,0,2024-07-19 18:00:00+00:00,2416.0
mean,0,2024-07-19 23:00:00+00:00,2432.0
mean,0,2024-07-20 04:00:00+00:00,2447.0
mean,0,2024-07-20 09:00:00+00:00,2459.0
mean,0,2024-07-20 14:00:00+00:00,2491.0
mean,0,2024-07-20 19:00:00+00:00,2491.0
mean,0,2024-07-21 00:00:00+00:00,2507.0
mean,0,2024-07-21 05:00:00+00:00,2517.0
mean,0,2024-07-21 10:00:00+00:00,2542.0
mean,0,2024-07-21 15:00:00+00:00,2559.0
mean,0,2024-07-21 20:00:00+00:00,2559.0
mean,0,2024-07-22 01:00:00+00:00,2597.0
mean,0,2024-07-22 06:00:00+00:00,2604.0
mean,0,2024-07-22 11:00:00+00:00,2033.0
mean,0,2024-07-22 16:00:00+00:00,2021.0
mean,0,2024-07-22 21:00:00+00:00,2046.0
mean,0,2024-07-23 02:00:00+00:00,2061.0
mean,0,2024-07-23 07:00:00+00:00,2083.0
mean,0,2024-07-23 12:00:00+00:00,2113.0
mean,0,2024-07-23 17:00:00+00:00,2129.0
mean,0,2024-07-23 22:00:00+00:00,2154.0
mean,0,2024-07-24 03:00:00+00:00,2199.0
mean,0,2024-07-24 08:00:00+00:00,2192.0
mean,0,2024-07-24 13:00:00+00:00,2220.0
mean,0,2024-07-24 18:00:00+00:00,2253.0
mean,0,2024-07-24 23:00:00+00:00,2274.0
mean,0,2024-07-25 04:00:00+00:00,2287.0
mean,0,2024-07-25 09:00:00+00:00,2308.0
mean,0,2024-07-25 14:00:00+00:00,2329.0
mean,0,2024-07-25 19:00:00+00:00,2355.0
mean,0,2024-07-26 00:00:00+00:00,2416.0
mean,0,2024-07-26 05:00:00+00:00,2393.0
mean,0,2024-07-26 10:00:00+00:00,2448.0
mean,0,2024-07-26 15:00:00+00:00,2443.0
mean,0,2024-07-26 20:00:00+00:00,2475.0
mean,0,2024-07-27 01:00:00+00:00,2497.0
mean,0,2024-07-27 06:00:00+00:00,2502.0
mean,0,2024-07-27 11:00:00+00:00,2512.0
mean,0,2024-07-27 16:00:00+00:00,2527.0
