result,table,_time,moisture
mean,0,2024-07-12 21:00:00+00:00,2668
mean,0,2024-07-13 12:00:00+00:00,2710
mean,0,2024-07-14 03:00:00+00:00,2742
mean,0,2024-07-14 18:00:00+00:00,2799
mean,0,2024-07-15 09:00:00+00:00,2866
mean,0,2024-07-16 00:00:00+00:00,2961
mean,0,2024-07-16 15:00:00+00:00,2126
mean,0,2024-07-17 06:00:00+00:00,2159
mean,0,2024-07-17 21:00:00+00:00,2250
mean,0,2024-07-18 12:00:00+00:00,2277
mean,0,2024-07-19 03:00:00+00:00,2351
mean,0,2024-07-19 18:00:00+00:00,2416
mean,0,2024-07-20 09:00:00+00:00,2459
mean,0,2024-07-21 00:00:00+00:00,2507
mean,0,2024-07-21 15:00:00+00:00,2559
mean,0,2024-07-22 06:00:00+00:00,2604
mean,0,2024-07-22 21:00:00+00:00,2046
mean,0,2024-07-23 12:00:00+00:00,2113
mean,0,2024-07-24 03:00:00+00:00,2199
mean,0,2024-07-24 18:00:00+00:00,2253
mean,0,2024-07-25 09:00:00+00:00,2308
mean,0,2024-07-26 00:00:00+00:00,2416
mean,0,2024-07-26 15:00:00+00:00,2443
mean,0,2024-07-27 06:00:00+00:00,2502
mean,0,2024-07-27 21:00:00+00:00,2544
mean,0,2024-07-28 12:00:00+00:00,2620
mean,0,2024-07-29 03:00:00+00:00,2609
mean,0,2024-07-29 18:00:00+00:00,1978
mean,0,2024-07-30 09:00:00+00:00,1998
mean,0,2024-07-31 00:00:00+00:00,2071
mean,0,2024-07-31 15:00:00+00:00,2132
mean,0,2024-08-01 06:00:00+00:00,2179
mean,0,2024-08-01 21:00:00+00:00,2342
mean,0,2024-08-02 12:00:00+00:00,2358
mean,0,2024-08-03 03:00:00+00:00,2429
mean,0,2024-08-03 18:00:00+00:00,2482
mean,0,2024-08-04 09:00:00+00:00,2528
mean,0,2024-08-05 00:00:00+00:00,2559
mean,0,2024-08-05 15:00:00+00:00,2579
mean,0,2024-08-06 06:00:00+00:00,2627
mean,0,2024-08-06 21:00:00+00:00,2042
mean,0,2024-08-07 12:00:00+00:00,2112
mean,0,2024-08-08 03:00:00+00:00,2173
mean,0,2024-08-08 18:00:00+00:00,2257
mean,0,2024-08-09 09:00:00+00:00,2349
mean,0,2024-08-10 00:00:00+00:00,2525
mean,0,2024-08-10 15:00:00+00:00,2544
mean,0,2024-08-11 06:00:00+00:00,2609
mean,0,2024-08-11 21:00:00+00:00,2669
mean,0,2024-08-12 12:00:00+00:00,2083
mean,0,2024-08-13 03:00:00+00:00,2064
mean,0,2024-08-13 18:00:00+00:00,2096
mean,0,2024-08-14 09:00:00+00:00,2144
mean,0,2024-08-15 00:00:00+00:00,2251
mean,0,2024-08-15 15:00:00+00:00,2235
mean,0,2024-08-16 06:00:00+00:00,2271
mean,0,2024-08-16 21:00:00+00:00,2368
mean,0,2024-08-17 12:00:00+00:00,2383
mean,0,2024-08-18 03:00:00+00:00,2457
mean,0,2024-08-18 18:00:00+00:00,2515
mean,0,2024-08-19 09:00:00+00:00,2442
mean,0,2024-08-20 00:00:00+00:00,2481
mean,0,2024-08-20 15:00:00+00:00,2517
mean,0,2024-08-21 06:00:00+00:00,2558
mean,0,2024-08-21 21:00:00+00:00,2643
mean,0,2024-08-22 12:00:00+00:00,2678
mean,0,2024-08-23 03:00:00+00:00,2722
mean,0,2024-08-23 18:00:00+00:00,2781
mean,0,2024-08-24 09:00:00+00:00,2834
mean,0,2024-08-25 00:00:00+00:00,2954
mean,0,2024-08-25 15:00:00+00:00,3039
mean,0,2024-08-26 06:00:00+00:00,3165
mean,0,2024-08-26 21:00:00+00:00,2419
mean,0,2024-08-27 12:00:00+00:00,2288
mean,0,2024-08-28 03:00:00+00:00,2346
mean,0,2024-08-28 18:00:00+00:00,2403
mean,0,2024-08-29 09:00:00+00:00,2427
mean,0,2024-08-30 00:00:00+00:00,2496
mean,0,2024-08-30 15:00:00+00:00,2544
mean,0,2024-08-31 06:00:00+00:00,2593
mean,0,2024-08-31 21:00:00+00:00,2635
mean,0,2024-09-01 12:00:00+00:00,2682
mean,0,2024-09-02 03:00:00+00:00,2713
mean,0,2024-09-02 18:00:00+00:00,2767
mean,0,2024-09-03 09:00:00+00:00,2020
mean,0,2024-09-04 00:00:00+00:00,2035
mean,0,2024-09-04 15:00:00+00:00,2416
mean,0,2024-09-05 06:00:00+00:00,2352
mean,0,2024-09-05 21:00:00+00:00,2403
mean,0,2024-09-06 12:00:00+00:00,2437
mean,0,2024-09-07 03:00:00+00:00,2559
mean,0,2024-09-07 18:00:00+00:00,2634
mean,0,2024-09-08 09:00:00+00:00,2689
mean,0,2024-09-09 00:00:00+00:00,2736
mean,0,2024-09-09 15:00:00+00:00,2714
mean,0,2024-09-10 06:00:00+00:00,2704
mean,0,2024-09-10 21:00:00+00:00,2782
mean,0,2024-09-11 12:00:00+00:00,2019
mean,0,2024-09-12 03:00:00+00:00,2026
mean,0,2024-09-12 18:00:00+00:00,2031
mean,0,2024-09-13 09:00:00+00:00,2069
mean,0,2024-09-14 00:00:00+00:00,2109
mean,0,2024-09-14 15:00:00+00:00,2142
mean,0,2024-09-15 06:00:00+00:00,2192
mean,0,2024-09-15 21:00:00+00:00,2246
mean,0,2024-09-16 12:00:00+00:00,2250
mean,0,2024-09-17 03:00:00+00:00,2240
mean,0,2024-09-17 18:00:00+00:00,2288
mean,0,2024-09-18 09:00:00+00:00,2325
mean,0,2024-09-19 00:00:00+00:00,2335
mean,0,2024-09-19 15:00:00+00:00,2364
mean,0,2024-09-20 06:00:00+00:00,2415
mean,0,2024-09-20 21:00:00+00:00,2459
mean,0,2024-09-21 12:00:00+00:00,2491
mean,0,2024-09-22 03:00:00+00:00,2554
mean,0,2024-09-22 18:00:00+00:00,2559
mean,0,2024-09-23 09:00:00+00:00,2001
